officer_id,employee_code,name,role,district,phone,status
OFF-06184,EMP202400250,Gaurav Chaudry,FPS_OWNER,HASSAN,9000059250,ACTIVE
OFF-06185,EMP202500251,Neelima Mittal,FPS_OWNER,SHIVAMOGGA,9000060247,ACTIVE
OFF-06186,EMP202000252,Anthony Vala,FPS_OWNER,BENGALURU_URBAN,9000061244,ACTIVE
OFF-06187,EMP202100253,Abdul Ramachandran,FPS_OWNER,MYSURU,9000062241,ACTIVE
OFF-06188,EMP202200254,Ranbir Deshpande,FPS_OWNER,TUMAKURU,9000063238,ACTIVE
OFF-06189,EMP202300255,Samesh Joshi,FPS_OWNER,MANDYA,9000064235,ACTIVE
OFF-06190,EMP202400256,Janani Shere,FPS_OWNER,HASSAN,9000065232,ACTIVE
OFF-06191,EMP202500257,Samesh Kara,FPS_OWNER,SHIVAMOGGA,9000066229,ACTIVE
OFF-06192,EMP202000258,Aditya Nayar,FPS_OWNER,BENGALURU_URBAN,9000067226,ACTIVE
OFF-06193,EMP202100259,Saumya Bava,FPS_OWNER,MYSURU,9000068223,ACTIVE
OFF-06194,EMP202200260,Ayushman Biswas,FPS_OWNER,TUMAKURU,9000069220,ACTIVE
OFF-06195,EMP202300261,Anusha Mandal,FPS_OWNER,MANDYA,9000070217,ACTIVE
OFF-06196,EMP202400262,Arya Behl,FPS_OWNER,HASSAN,9000071214,ACTIVE
OFF-06197,EMP202500263,Imaran Vyas,FPS_OWNER,SHIVAMOGGA,9000072211,ACTIVE
OFF-06198,EMP202000264,Hamsini Brar,FPS_OWNER,BENGALURU_URBAN,9000073208,ACTIVE
OFF-06199,EMP202100265,Tanay Rout,FPS_OWNER,MYSURU,9000074205,ACTIVE
OFF-06200,EMP202200266,Eiravati Tata,FPS_OWNER,TUMAKURU,9000075202,ACTIVE
OFF-06201,EMP202300267,Gaurang Aurora,FPS_OWNER,MANDYA,9000076199,ACTIVE
OFF-06202,EMP202400268,Darika Deol,FPS_OWNER,HASSAN,9000077196,ACTIVE
OFF-06203,EMP202500269,Bhavini Shetty,FPS_OWNER,SHIVAMOGGA,9000078193,ACTIVE
OFF-06204,EMP202000270,Qadim Karnik,FPS_OWNER,BENGALURU_URBAN,9000079190,ACTIVE
OFF-06205,EMP202100271,Abdul Sule,FPS_OWNER,MYSURU,9000080187,ACTIVE
OFF-06206,EMP202200272,Arjun Jayaraman,FPS_OWNER,TUMAKURU,9000081184,ACTIVE
OFF-06207,EMP202300273,Chakrika Parmer,FPS_OWNER,MANDYA,9000082181,ACTIVE
OFF-06208,EMP202400274,Kashish Bhargava,FPS_OWNER,HASSAN,9000083178,ACTIVE
OFF-06209,EMP202500275,Aryan Bhattacharyya,FPS_OWNER,SHIVAMOGGA,9000084175,ACTIVE
OFF-06210,EMP202000276,Xavier Bal,FPS_OWNER,BENGALURU_URBAN,9000085172,ACTIVE
OFF-06211,EMP202100277,Ekani Mohan,FPS_OWNER,MYSURU,9000086169,ACTIVE
OFF-06212,EMP202200278,Hemang Nadkarni,FPS_OWNER,TUMAKURU,9000087166,ACTIVE
OFF-06213,EMP202300279,Guneet Kaul,FPS_OWNER,MANDYA,9000088163,ACTIVE
OFF-06214,EMP202400280,Madhav Gulati,FPS_OWNER,HASSAN,9000089160,ACTIVE
OFF-06215,EMP202500281,Jonathan Bahl,FPS_OWNER,SHIVAMOGGA,9000050157,ACTIVE
OFF-06216,EMP202000282,Chakradev Dugar,FPS_OWNER,BENGALURU_URBAN,9000051154,ACTIVE
OFF-06217,EMP202100283,Dominic Wagle,FPS_OWNER,MYSURU,9000052151,ACTIVE
OFF-06218,EMP202200284,Quincy Majumdar,FPS_OWNER,TUMAKURU,9000053148,ACTIVE
OFF-06219,EMP202300285,Ekaraj Konda,FPS_OWNER,MANDYA,9000054145,ACTIVE
OFF-06220,EMP202400286,Aarav Batra,FPS_OWNER,HASSAN,9000055142,ACTIVE
OFF-06221,EMP202500287,Nimrat Kohli,FPS_OWNER,SHIVAMOGGA,9000056139,ACTIVE
OFF-06222,EMP202000288,Radha Master,FPS_OWNER,BENGALURU_URBAN,9000057136,ACTIVE
OFF-06223,EMP202100289,Vrishti Nadkarni,FPS_OWNER,MYSURU,9000058133,ACTIVE
OFF-06224,EMP202200290,Dalaja Gole,FPS_OWNER,TUMAKURU,9000059130,ACTIVE
OFF-06225,EMP202300291,Tarak Pathak,FPS_OWNER,MANDYA,9000060127,ACTIVE
OFF-06226,EMP202400292,Mugdha Dhingra,FPS_OWNER,HASSAN,9000061124,ACTIVE
OFF-06227,EMP202500293,Pallavi Guha,FPS_OWNER,SHIVAMOGGA,9000062121,ACTIVE
OFF-06228,EMP202000294,Shivansh Lad,FPS_OWNER,BENGALURU_URBAN,9000063118,ACTIVE
OFF-06229,EMP202100295,Idika Sachdev,FPS_OWNER,MYSURU,9000064115,ACTIVE
OFF-06230,EMP202200296,Urishilla Minhas,FPS_OWNER,TUMAKURU,9000065112,ACTIVE
OFF-06231,EMP202300297,Sanaya Luthra,FPS_OWNER,MANDYA,9000066109,ACTIVE
OFF-06232,EMP202400298,Adya Mahal,FPS_OWNER,HASSAN,9000067106,ACTIVE
OFF-06233,EMP202500299,Ekansh Gill,FPS_OWNER,SHIVAMOGGA,9000068103,ACTIVE
OFF-06234,EMP202000300,Yash Trivedi,FPS_OWNER,BENGALURU_URBAN,9000069100,ACTIVE
OFF-06235,EMP202100301,Maanav Parsa,FPS_OWNER,MYSURU,9000070097,ACTIVE
OFF-06236,EMP202200302,Yatan Desai,FPS_OWNER,TUMAKURU,9000071094,ACTIVE
OFF-06237,EMP202300303,Bhanumati Choudhury,FPS_OWNER,MANDYA,9000072091,ACTIVE
OFF-06238,EMP202400304,Faras Swaminathan,FPS_OWNER,HASSAN,9000073088,ACTIVE
OFF-06239,EMP202500305,Ikshita Singh,FPS_OWNER,SHIVAMOGGA,9000074085,ACTIVE
OFF-06240,EMP202000306,Anjali Pandey,FPS_OWNER,BENGALURU_URBAN,9000075082,ACTIVE
OFF-06241,EMP202100307,Hamsini Bath,FPS_OWNER,MYSURU,9000076079,ACTIVE
OFF-06242,EMP202200308,Nakul Rajan,FPS_OWNER,TUMAKURU,9000077076,ACTIVE
OFF-06243,EMP202300309,Jackson Bains,FPS_OWNER,MANDYA,9000078073,ACTIVE
OFF-06244,EMP202400310,Laksh Sagar,FPS_OWNER,HASSAN,9000079070,ACTIVE
OFF-06245,EMP202500311,Yashawini Bhandari,FPS_OWNER,SHIVAMOGGA,9000080067,ACTIVE
OFF-06246,EMP202000312,Chanakya Dixit,FPS_OWNER,BENGALURU_URBAN,9000081064,ACTIVE
OFF-06247,EMP202100313,Dipta Sane,FPS_OWNER,MYSURU,9000082061,ACTIVE
OFF-06248,EMP202200314,Urvi Vasa,FPS_OWNER,TUMAKURU,9000083058,ACTIVE
OFF-06249,EMP202300315,Gayathri Sheth,FPS_OWNER,MANDYA,9000084055,ACTIVE
OFF-06250,EMP202400316,Jackson Deshpande,FPS_OWNER,HASSAN,9000085052,ACTIVE
OFF-06251,EMP202500317,Baljiwan Rau,FPS_OWNER,SHIVAMOGGA,9000086049,ACTIVE
OFF-06252,EMP202000318,Ayush Solanki,FPS_OWNER,BENGALURU_URBAN,9000087046,ACTIVE
OFF-06253,EMP202100319,Rohan Zachariah,FPS_OWNER,MYSURU,9000088043,ACTIVE
OFF-06254,EMP202200320,Vivaan Trivedi,FPS_OWNER,TUMAKURU,9000089040,ACTIVE
OFF-06255,EMP202300321,Gaurang Manda,FPS_OWNER,MANDYA,9000050037,ACTIVE
OFF-06256,EMP202400322,Gunbir Yohannan,FPS_OWNER,HASSAN,9000051034,ACTIVE
OFF-06257,EMP202500323,Ishaan Ghosh,FPS_OWNER,SHIVAMOGGA,9000052031,ACTIVE
OFF-06258,EMP202000324,Jackson Raman,FPS_OWNER,BENGALURU_URBAN,9000053028,ACTIVE
OFF-06259,EMP202100325,Samuel Chhabra,FPS_OWNER,MYSURU,9000054025,ACTIVE
OFF-06260,EMP202200326,Rushil Aggarwal,FPS_OWNER,TUMAKURU,9000055022,ACTIVE
OFF-06261,EMP202300327,Upkaar Mander,FPS_OWNER,MANDYA,9000056019,ACTIVE
OFF-06262,EMP202400328,Vanya Ravi,FPS_OWNER,HASSAN,9000057016,ACTIVE
OFF-06263,EMP202500329,Tanveer Rajagopalan,FPS_OWNER,SHIVAMOGGA,9000058013,ACTIVE
OFF-06264,EMP202000330,Upkaar Ranganathan,FPS_OWNER,BENGALURU_URBAN,9000059010,ACTIVE
OFF-06265,EMP202100331,Aayush Madan,FPS_OWNER,MYSURU,9000060007,ACTIVE
OFF-06266,EMP202200332,Gabriel Narayan,FPS_OWNER,TUMAKURU,9000061004,ACTIVE
OFF-06267,EMP202300333,Kala Acharya,FPS_OWNER,MANDYA,9000062001,ACTIVE
OFF-06268,EMP202400334,Bhavini Cherian,FPS_OWNER,HASSAN,9000062998,ACTIVE
OFF-06269,EMP202500335,Akshay Narula,FPS_OWNER,SHIVAMOGGA,9000063995,ACTIVE
OFF-06270,EMP202000336,Vrishti Bhardwaj,FPS_OWNER,BENGALURU_URBAN,9000064992,ACTIVE
OFF-06271,EMP202100337,William Bawa,FPS_OWNER,MYSURU,9000065989,ACTIVE
OFF-06272,EMP202200338,Vedhika Raja,FPS_OWNER,TUMAKURU,9000066986,ACTIVE
OFF-06273,EMP202300339,Peter Tank,FPS_OWNER,MANDYA,9000067983,ACTIVE
OFF-06274,EMP202400340,Max Nair,FPS_OWNER,HASSAN,9000068980,ACTIVE
OFF-06275,EMP202500341,Yashawini Pradhan,FPS_OWNER,SHIVAMOGGA,9000069977,ACTIVE
OFF-06276,EMP202000342,Watika Ratti,FPS_OWNER,BENGALURU_URBAN,9000070974,ACTIVE
OFF-06277,EMP202100343,Caleb Bawa,FPS_OWNER,MYSURU,9000071971,ACTIVE
OFF-06278,EMP202200344,Harsh Dutt,FPS_OWNER,TUMAKURU,9000072968,ACTIVE
OFF-06279,EMP202300345,Samarth Kuruvilla,FPS_OWNER,MANDYA,9000073965,ACTIVE
OFF-06280,EMP202400346,Kai Bains,FPS_OWNER,HASSAN,9000074962,ACTIVE
OFF-06281,EMP202500347,Aadi Dhar,FPS_OWNER,SHIVAMOGGA,9000075959,ACTIVE
OFF-06282,EMP202000348,Yashawini Dhawan,FPS_OWNER,BENGALURU_URBAN,9000076956,ACTIVE
OFF-06283,EMP202100349,Frado Ravel,FPS_OWNER,MYSURU,9000077953,ACTIVE
OFF-06284,EMP202200350,Krisha Kothari,FPS_OWNER,TUMAKURU,9000078950,ACTIVE
OFF-06285,EMP202300351,Irya Badami,FPS_OWNER,MANDYA,9000079947,ACTIVE
OFF-06286,EMP202400352,Harrison Yogi,FPS_OWNER,HASSAN,9000080944,ACTIVE
OFF-06287,EMP202500353,Wriddhish Jayaraman,FPS_OWNER,SHIVAMOGGA,9000081941,ACTIVE
OFF-06288,EMP202000354,Ekavir Prabhakar,FPS_OWNER,BENGALURU_URBAN,9000082938,ACTIVE
OFF-06289,EMP202100355,Vasana Subramanian,FPS_OWNER,MYSURU,9000083935,ACTIVE
OFF-06290,EMP202200356,Zashil Warrior,FPS_OWNER,TUMAKURU,9000084932,ACTIVE
OFF-06291,EMP202300357,Ronith Kothari,FPS_OWNER,MANDYA,9000085929,ACTIVE
OFF-06292,EMP202400358,Gaurang Dhar,FPS_OWNER,HASSAN,9000086926,ACTIVE
OFF-06293,EMP202500359,Aradhana Manda,FPS_OWNER,SHIVAMOGGA,9000087923,ACTIVE
OFF-06294,EMP202000360,Sudiksha Vig,FPS_OWNER,BENGALURU_URBAN,9000088920,ACTIVE
OFF-06295,EMP202100361,Ryan Setty,FPS_OWNER,MYSURU,9000089917,ACTIVE
OFF-06296,EMP202200362,Yochana Contractor,FPS_OWNER,TUMAKURU,9000050914,ACTIVE
OFF-06297,EMP202300363,Vrinda Sandal,FPS_OWNER,MANDYA,9000051911,ACTIVE
OFF-06298,EMP202400364,Raagini Kaur,FPS_OWNER,HASSAN,9000052908,ACTIVE
OFF-06299,EMP202500365,Upma Balasubramanian,FPS_OWNER,SHIVAMOGGA,9000053905,ACTIVE
OFF-06300,EMP202000366,Chakradhar Kala,FPS_OWNER,BENGALURU_URBAN,9000054902,ACTIVE
OFF-06301,EMP202100367,Yashasvi Deo,FPS_OWNER,MYSURU,9000055899,ACTIVE
OFF-06302,EMP202200368,Chatresh Ramaswamy,FPS_OWNER,TUMAKURU,9000056896,ACTIVE
OFF-06303,EMP202300369,Akshay Devi,FPS_OWNER,MANDYA,9000057893,ACTIVE
OFF-06304,EMP202400370,Vedhika Nadkarni,FPS_OWNER,HASSAN,9000058890,ACTIVE
OFF-06305,EMP202500371,Mitesh Gara,FPS_OWNER,SHIVAMOGGA,9000059887,ACTIVE
OFF-06306,EMP202000372,Warhi Shukla,FPS_OWNER,BENGALURU_URBAN,9000060884,ACTIVE
OFF-06307,EMP202100373,Suhani Sachdev,FPS_OWNER,MYSURU,9000061881,ACTIVE
OFF-06308,EMP202200374,Ikbal Malhotra,FPS_OWNER,TUMAKURU,9000062878,ACTIVE
OFF-06309,EMP202300375,Geetika Sathe,FPS_OWNER,MANDYA,9000063875,ACTIVE
OFF-06310,EMP202400376,Laksh Bhatt,FPS_OWNER,HASSAN,9000064872,ACTIVE
OFF-06311,EMP202500377,Nimrat Banerjee,FPS_OWNER,SHIVAMOGGA,9000065869,ACTIVE
OFF-06312,EMP202000378,Max Borra,FPS_OWNER,BENGALURU_URBAN,9000066866,ACTIVE
OFF-06313,EMP202100379,Dhriti Hora,FPS_OWNER,MYSURU,9000067863,ACTIVE
OFF-06314,EMP202200380,Gaurika Sant,FPS_OWNER,TUMAKURU,9000068860,ACTIVE
OFF-06315,EMP202300381,Advay Balay,FPS_OWNER,MANDYA,9000069857,ACTIVE
OFF-06316,EMP202400382,Faraj Rastogi,FPS_OWNER,HASSAN,9000070854,ACTIVE
OFF-06317,EMP202500383,Unni Sami,FPS_OWNER,SHIVAMOGGA,9000071851,ACTIVE
OFF-06318,EMP202000384,Anjali Anne,FPS_OWNER,BENGALURU_URBAN,9000072848,ACTIVE
OFF-06319,EMP202100385,Veer Malhotra,FPS_OWNER,MYSURU,9000073845,ACTIVE
OFF-06320,EMP202200386,Praneel Sarin,FPS_OWNER,TUMAKURU,9000074842,ACTIVE
OFF-06321,EMP202300387,Oscar Sridhar,FPS_OWNER,MANDYA,9000075839,ACTIVE
OFF-06322,EMP202400388,Jagrati Bhattacharyya,FPS_OWNER,HASSAN,9000076836,ACTIVE
OFF-06323,EMP202500389,Nandini Palla,FPS_OWNER,SHIVAMOGGA,9000077833,ACTIVE
OFF-06324,EMP202000390,Reva Lala,FPS_OWNER,BENGALURU_URBAN,9000078830,ACTIVE
OFF-06325,EMP202100391,Harinakshi Ram,FPS_OWNER,MYSURU,9000079827,ACTIVE
OFF-06326,EMP202200392,Finn Bala,FPS_OWNER,TUMAKURU,9000080824,ACTIVE
OFF-06327,EMP202300393,Gaurang Chandra,FPS_OWNER,MANDYA,9000081821,ACTIVE
OFF-06328,EMP202400394,Raksha Ramanathan,FPS_OWNER,HASSAN,9000082818,ACTIVE
OFF-06329,EMP202500395,Tanish Hora,FPS_OWNER,SHIVAMOGGA,9000083815,ACTIVE
OFF-06330,EMP202000396,Warhi Dugar,FPS_OWNER,BENGALURU_URBAN,9000084812,ACTIVE
OFF-06331,EMP202100397,Aadi Sridhar,FPS_OWNER,MYSURU,9000085809,ACTIVE
OFF-06332,EMP202200398,Libni Sur,FPS_OWNER,TUMAKURU,9000086806,ACTIVE
OFF-06333,EMP202300399,Qushi Bawa,FPS_OWNER,MANDYA,9000087803,ACTIVE
OFF-06334,EMP202400400,Faqid Chand,FPS_OWNER,HASSAN,9000088800,ACTIVE
OFF-06335,EMP202500401,Daksh Shetty,FPS_OWNER,SHIVAMOGGA,9000089797,ACTIVE
OFF-06336,EMP202000402,Finn Bakshi,FPS_OWNER,BENGALURU_URBAN,9000050794,ACTIVE
OFF-06337,EMP202100403,Ekani Sathe,FPS_OWNER,MYSURU,9000051791,ACTIVE
OFF-06338,EMP202200404,Ijaya Iyer,FPS_OWNER,TUMAKURU,9000052788,ACTIVE
OFF-06339,EMP202300405,Wridesh Randhawa,FPS_OWNER,MANDYA,9000053785,ACTIVE
OFF-06340,EMP202400406,Girish Mohan,FPS_OWNER,HASSAN,9000054782,ACTIVE
OFF-06341,EMP202500407,Om Kale,FPS_OWNER,SHIVAMOGGA,9000055779,ACTIVE
OFF-06342,EMP202000408,Yug Joshi,FPS_OWNER,BENGALURU_URBAN,9000056776,ACTIVE
OFF-06343,EMP202100409,Yashawini Deo,FPS_OWNER,MYSURU,9000057773,ACTIVE
OFF-06344,EMP202200410,Indrajit Prakash,FPS_OWNER,TUMAKURU,9000058770,ACTIVE
OFF-06345,EMP202300411,Bahadurjit Kaur,FPS_OWNER,MANDYA,9000059767,ACTIVE
OFF-06346,EMP202400412,Laksh Hayer,FPS_OWNER,HASSAN,9000060764,ACTIVE
OFF-06347,EMP202500413,Zinal Tata,FPS_OWNER,SHIVAMOGGA,9000061761,ACTIVE
OFF-06348,EMP202000414,Unnati Sachdev,FPS_OWNER,BENGALURU_URBAN,9000062758,ACTIVE
OFF-06349,EMP202100415,Janaki Chowdhury,FPS_OWNER,MYSURU,9000063755,ACTIVE
OFF-06350,EMP202200416,Onveer Sheth,FPS_OWNER,TUMAKURU,9000064752,ACTIVE
OFF-06351,EMP202300417,Raagini Divan,FPS_OWNER,MANDYA,9000065749,ACTIVE
OFF-06352,EMP202400418,Neelima Buch,FPS_OWNER,HASSAN,9000066746,ACTIVE
OFF-06353,EMP202500419,Pavani Singh,FPS_OWNER,SHIVAMOGGA,9000067743,ACTIVE
OFF-06354,EMP202000420,Joshua Dhar,FPS_OWNER,BENGALURU_URBAN,9000068740,ACTIVE
OFF-06355,EMP202100421,Balendra Morar,FPS_OWNER,MYSURU,9000069737,ACTIVE
OFF-06356,EMP202200422,Yagnesh Thaker,FPS_OWNER,TUMAKURU,9000070734,ACTIVE
OFF-06357,EMP202300423,Hamsini Baral,FPS_OWNER,MANDYA,9000071731,ACTIVE
OFF-06358,EMP202400424,Benjamin Madan,FPS_OWNER,HASSAN,9000072728,ACTIVE
OFF-06359,EMP202500425,Rishi Prabhu,FPS_OWNER,SHIVAMOGGA,9000073725,ACTIVE
OFF-06360,EMP202000426,Matthew Wagle,FPS_OWNER,BENGALURU_URBAN,9000074722,ACTIVE
OFF-06361,EMP202100427,Jalsa Wagle,FPS_OWNER,MYSURU,9000075719,ACTIVE
OFF-06362,EMP202200428,Guneet Soni,FPS_OWNER,TUMAKURU,9000076716,ACTIVE
OFF-06363,EMP202300429,Omisha Chanda,FPS_OWNER,MANDYA,9000077713,ACTIVE
OFF-06364,EMP202400430,Hardik Contractor,FPS_OWNER,HASSAN,9000078710,ACTIVE
OFF-06365,EMP202500431,Michael Sahni,FPS_OWNER,SHIVAMOGGA,9000079707,ACTIVE
OFF-06366,EMP202000432,Aryan Shah,FPS_OWNER,BENGALURU_URBAN,9000080704,ACTIVE
OFF-06367,EMP202100433,Darpan Dara,FPS_OWNER,MYSURU,9000081701,ACTIVE
OFF-06368,EMP202200434,Hamsini Ramaswamy,FPS_OWNER,TUMAKURU,9000082698,ACTIVE
OFF-06369,EMP202300435,Ishaan Nagy,FPS_OWNER,MANDYA,9000083695,ACTIVE
OFF-06370,EMP202400436,Gautam Jaggi,FPS_OWNER,HASSAN,9000084692,ACTIVE
OFF-06371,EMP202500437,Quincy Merchant,FPS_OWNER,SHIVAMOGGA,9000085689,ACTIVE
OFF-06372,EMP202000438,Farhan Balasubramanian,FPS_OWNER,BENGALURU_URBAN,9000086686,ACTIVE
OFF-06373,EMP202100439,Anthony Barad,FPS_OWNER,MYSURU,9000087683,ACTIVE
OFF-06374,EMP202200440,Suhani Walia,FPS_OWNER,TUMAKURU,9000088680,ACTIVE
OFF-06375,EMP202300441,Arya Wali,FPS_OWNER,MANDYA,9000089677,ACTIVE
OFF-06376,EMP202400442,Nathan Sundaram,FPS_OWNER,HASSAN,9000050674,ACTIVE
OFF-06377,EMP202500443,Girindra Warrior,FPS_OWNER,SHIVAMOGGA,9000051671,ACTIVE
OFF-06378,EMP202000444,Gaurav Issac,FPS_OWNER,BENGALURU_URBAN,9000052668,ACTIVE
OFF-06379,EMP202100445,Aarini Mangat,FPS_OWNER,MYSURU,9000053665,ACTIVE
OFF-06380,EMP202200446,Devansh Ramanathan,FPS_OWNER,TUMAKURU,9000054662,ACTIVE
OFF-06381,EMP202300447,Nisha Dora,FPS_OWNER,MANDYA,9000055659,ACTIVE
OFF-06382,EMP202400448,Bachittar Keer,FPS_OWNER,HASSAN,9000056656,ACTIVE
OFF-06383,EMP202500449,Chaitaly Mammen,FPS_OWNER,SHIVAMOGGA,9000057653,ACTIVE
OFF-06384,EMP202000450,Saksham Badami,FPS_OWNER,BENGALURU_URBAN,9000058650,ACTIVE
OFF-06385,EMP202100451,Dakshesh Mohan,FPS_OWNER,MYSURU,9000059647,ACTIVE
OFF-06386,EMP202200452,Jagvi Sachdev,FPS_OWNER,TUMAKURU,9000060644,ACTIVE
OFF-06387,EMP202300453,Yashasvi Sachdeva,FPS_OWNER,MANDYA,9000061641,ACTIVE
OFF-06388,EMP202400454,Faraj Dutt,FPS_OWNER,HASSAN,9000062638,ACTIVE
OFF-06389,EMP202500455,Banjeet Sunder,FPS_OWNER,SHIVAMOGGA,9000063635,ACTIVE
OFF-06390,EMP202000456,Shaurya Ramanathan,FPS_OWNER,BENGALURU_URBAN,9000064632,ACTIVE
OFF-06391,EMP202100457,Maanav Karan,FPS_OWNER,MYSURU,9000065629,ACTIVE
OFF-06392,EMP202200458,Neel Prakash,FPS_OWNER,TUMAKURU,9000066626,ACTIVE
OFF-06393,EMP202300459,Adweta Kumer,FPS_OWNER,MANDYA,9000067623,ACTIVE
OFF-06394,EMP202400460,Abeer Bajaj,FPS_OWNER,HASSAN,9000068620,ACTIVE
OFF-06395,EMP202500461,Leena Sandhu,FPS_OWNER,SHIVAMOGGA,9000069617,ACTIVE
OFF-06396,EMP202000462,Chanakya Raman,FPS_OWNER,BENGALURU_URBAN,9000070614,ACTIVE
OFF-06397,EMP202100463,Anmol Bhasin,FPS_OWNER,MYSURU,9000071611,ACTIVE
OFF-06398,EMP202200464,Keya Parsa,FPS_OWNER,TUMAKURU,9000072608,ACTIVE
OFF-06399,EMP202300465,Rohan Kumer,FPS_OWNER,MANDYA,9000073605,ACTIVE
OFF-06400,EMP202400466,Vidhi Korpal,FPS_OWNER,HASSAN,9000074602,ACTIVE
OFF-06401,EMP202500467,Ekta Khosla,FPS_OWNER,SHIVAMOGGA,9000075599,ACTIVE
OFF-06402,EMP202000468,Hemal Halder,FPS_OWNER,BENGALURU_URBAN,9000076596,ACTIVE
OFF-06403,EMP202100469,Pushti Hari,FPS_OWNER,MYSURU,9000077593,ACTIVE
OFF-06404,EMP202200470,Ekapad Viswanathan,FPS_OWNER,TUMAKURU,9000078590,ACTIVE
OFF-06405,EMP202300471,Joshua Bhattacharyya,FPS_OWNER,MANDYA,9000079587,ACTIVE
OFF-06406,EMP202400472,Nitara Din,FPS_OWNER,HASSAN,9000080584,ACTIVE
OFF-06407,EMP202500473,Peter Sibal,FPS_OWNER,SHIVAMOGGA,9000081581,ACTIVE
OFF-06408,EMP202000474,Vansha Banik,FPS_OWNER,BENGALURU_URBAN,9000082578,ACTIVE
OFF-06409,EMP202100475,Lajita Dasgupta,FPS_OWNER,MYSURU,9000083575,ACTIVE
OFF-06410,EMP202200476,Sara Bail,FPS_OWNER,TUMAKURU,9000084572,ACTIVE
OFF-06411,EMP202300477,Nilima Singh,FPS_OWNER,MANDYA,9000085569,ACTIVE
OFF-06412,EMP202400478,Alka Mahal,FPS_OWNER,HASSAN,9000086566,ACTIVE
OFF-06413,EMP202500479,Amara Gokhale,FPS_OWNER,SHIVAMOGGA,9000087563,ACTIVE
OFF-06414,EMP202000480,Akshay Bhakta,FPS_OWNER,BENGALURU_URBAN,9000088560,ACTIVE
OFF-06415,EMP202100481,Lopa Kaur,FPS_OWNER,MYSURU,9000089557,ACTIVE
OFF-06416,EMP202200482,Aradhana Tara,FPS_OWNER,TUMAKURU,9000050554,ACTIVE
OFF-06417,EMP202300483,Wishi Bahri,FPS_OWNER,MANDYA,9000051551,ACTIVE
OFF-06418,EMP202400484,Udyati Mangat,FPS_OWNER,HASSAN,9000052548,ACTIVE
OFF-06419,EMP202500485,Ira Puri,FPS_OWNER,SHIVAMOGGA,9000053545,ACTIVE
OFF-06420,EMP202000486,Rishi Jayaraman,FPS_OWNER,BENGALURU_URBAN,9000054542,ACTIVE
OFF-06421,EMP202100487,Dominic Saraf,FPS_OWNER,MYSURU,9000055539,ACTIVE
OFF-06422,EMP202200488,Lipika Sampath,FPS_OWNER,TUMAKURU,9000056536,ACTIVE
OFF-06423,EMP202300489,Samuel Bal,FPS_OWNER,MANDYA,9000057533,ACTIVE
OFF-06424,EMP202400490,Aryan Minhas,FPS_OWNER,HASSAN,9000058530,ACTIVE
OFF-06425,EMP202500491,Qabil Pandya,FPS_OWNER,SHIVAMOGGA,9000059527,ACTIVE
OFF-06426,EMP202000492,Lopa Baria,FPS_OWNER,BENGALURU_URBAN,9000060524,ACTIVE
OFF-06427,EMP202100493,Neel Sastry,FPS_OWNER,MYSURU,9000061521,ACTIVE
OFF-06428,EMP202200494,Hemani Vaidya,FPS_OWNER,TUMAKURU,9000062518,ACTIVE
OFF-06429,EMP202300495,Hemang Sahota,FPS_OWNER,MANDYA,9000063515,ACTIVE
OFF-06430,EMP202400496,Girindra Sankaran,FPS_OWNER,HASSAN,9000064512,ACTIVE
OFF-06431,EMP202500497,Pallavi Viswanathan,FPS_OWNER,SHIVAMOGGA,9000065509,ACTIVE
OFF-06432,EMP202000498,Agastya Dhawan,FPS_OWNER,BENGALURU_URBAN,9000066506,ACTIVE
OFF-06433,EMP202100499,Prisha Dani,FPS_OWNER,MYSURU,9000067503,ACTIVE
OFF-06434,EMP202200500,Pavani Shah,FPS_OWNER,TUMAKURU,9000068500,ACTIVE
OFF-06435,EMP202300501,Bhavya Kapur,FPS_OWNER,MANDYA,9000069497,ACTIVE
OFF-06436,EMP202400502,Farhan Naik,FPS_OWNER,HASSAN,9000070494,ACTIVE
OFF-06437,EMP202500503,Dipta Borra,FPS_OWNER,SHIVAMOGGA,9000071491,ACTIVE
OFF-06438,EMP202000504,Umang Seth,FPS_OWNER,BENGALURU_URBAN,9000072488,ACTIVE
OFF-06439,EMP202100505,Parth Biswas,FPS_OWNER,MYSURU,9000073485,ACTIVE
OFF-06440,EMP202200506,Brinda Minhas,FPS_OWNER,TUMAKURU,9000074482,ACTIVE
OFF-06441,EMP202300507,Aarav Sura,FPS_OWNER,MANDYA,9000075479,ACTIVE
OFF-06442,EMP202400508,Aryan Desai,FPS_OWNER,HASSAN,9000076476,ACTIVE
OFF-06443,EMP202500509,Qadim Golla,FPS_OWNER,SHIVAMOGGA,9000077473,ACTIVE
OFF-06444,EMP202000510,Lipika Bansal,FPS_OWNER,BENGALURU_URBAN,9000078470,ACTIVE
OFF-06445,EMP202100511,Gayathri Ravi,FPS_OWNER,MYSURU,9000079467,ACTIVE
OFF-06446,EMP202200512,Kiaan Nath,FPS_OWNER,TUMAKURU,9000080464,ACTIVE
OFF-06447,EMP202300513,Teerth Ram,FPS_OWNER,MANDYA,9000081461,ACTIVE
OFF-06448,EMP202400514,George Reddy,FPS_OWNER,HASSAN,9000082458,ACTIVE
OFF-06449,EMP202500515,Imaran Dugar,FPS_OWNER,SHIVAMOGGA,9000083455,ACTIVE
