beneficiary_id,ration_card_id,head_of_household,household_size,scheme_type,entitlement_kg,rice_entitlement_kg,wheat_entitlement_kg,current_fps_id,district,taluk,latitude,longitude,registered_mobile,status,created_at
BEN-002316,RC2025102315,Hema Seshadri,3,PHH,15,8,7,FPS-0010,MANDYA,MAN-Taluk-2,12.86369,77.000234,9000088055,ACTIVE,2023-08-19
BEN-002317,RC2023102316,Triya Sastry,3,PHH,15,10,5,FPS-0396,TUMAKURU,TUM-Taluk-1,13.56319,76.994925,9000089052,ACTIVE,2023-02-04
BEN-002318,RC2024102317,Kritika Mittal,4,PHH,20,11,9,FPS-0510,MANDYA,MAN-Taluk-1,12.931522,77.01982,9000050049,ACTIVE,2022-08-15
BEN-002319,RC2025102318,Vasatika Naik,3,PHH,15,9,6,FPS-0557,BENGALURU_URBAN,BEN-Taluk-2,12.678861,77.543017,9000051046,ACTIVE,2022-02-23
BEN-002320,RC2023102319,Unnati Tailor,5,AAY,35,22,13,FPS-0375,BENGALURU_URBAN,BEN-Taluk-2,13.190156,77.544109,9000052043,ACTIVE,2024-04-26
BEN-002321,RC2024102320,Omya Talwar,7,AAY,35,22,13,FPS-0543,SHIVAMOGGA,SHI-Taluk-4,13.768626,75.814162,9000053040,ACTIVE,2023-09-18
BEN-002322,RC2025102321,Upadhriti Shroff,1,PHH,5,3,2,FPS-0443,SHIVAMOGGA,SHI-Taluk-1,13.535859,75.853035,9000054037,ACTIVE,2022-05-17
BEN-002323,RC2023102322,Faras Dhar,4,PHH,20,13,7,FPS-0130,HASSAN,HAS-Taluk-2,13.416319,76.300037,9000055034,ACTIVE,2024-05-26
BEN-002324,RC2024102323,Eta Thakkar,6,AAY,35,22,13,FPS-0314,MYSURU,MYS-Taluk-1,12.353238,76.981832,9000056031,ACTIVE,2022-10-15
BEN-002325,RC2025102324,Chasmum Chahal,4,PHH,20,11,9,FPS-0398,HASSAN,HAS-Taluk-3,12.884667,76.041825,9000057028,ACTIVE,2022-12-24
BEN-002326,RC2023102325,Nicholas Ahluwalia,3,PHH,15,9,6,FPS-0018,SHIVAMOGGA,SHI-Taluk-3,13.499059,75.676161,9000058025,ACTIVE,2024-05-24
BEN-002327,RC2024102326,Kevin Raman,4,PHH,20,12,8,FPS-0102,MYSURU,MYS-Taluk-4,12.23943,76.516355,9000059022,ACTIVE,2022-04-03
BEN-002328,RC2025102327,Nimrat Bobal,5,AAY,35,22,13,FPS-0310,MANDYA,MAN-Taluk-1,12.812924,76.993501,9000060019,ACTIVE,2023-05-02
BEN-002329,RC2023102328,Meghana Bala,4,PHH,20,13,7,FPS-0300,BENGALURU_URBAN,BEN-Taluk-3,13.147671,77.631629,9000061016,MIGRATED,2023-04-23
BEN-002330,RC2024102329,Faras Kunda,2,PHH,10,6,4,FPS-0434,TUMAKURU,TUM-Taluk-2,13.636539,76.994822,9000062013,ACTIVE,2024-06-06
BEN-002331,RC2025102330,Arya Rastogi,2,PHH,10,6,4,FPS-0043,SHIVAMOGGA,SHI-Taluk-1,13.446271,75.786071,9000063010,ACTIVE,2024-01-07
BEN-002332,RC2023102331,Sai Bedi,2,PHH,10,6,4,FPS-0530,HASSAN,HAS-Taluk-1,13.239092,76.365754,9000064007,ACTIVE,2023-06-17
BEN-002333,RC2024102332,Mitesh Ganesh,4,AAY,35,20,15,FPS-0478,TUMAKURU,TUM-Taluk-3,13.339194,76.916422,9000065004,ACTIVE,2022-10-09
BEN-002334,RC2025102333,Aachal Jain,7,AAY,35,20,15,FPS-0097,MANDYA,MAN-Taluk-4,12.476314,76.725267,9000066001,ACTIVE,2023-08-28
BEN-002335,RC2023102334,Guneet Khalsa,4,PHH,20,13,7,FPS-0216,MANDYA,MAN-Taluk-3,12.64953,76.535442,9000066998,ACTIVE,2023-09-09
BEN-002336,RC2024102335,Ethan Dhar,5,AAY,35,21,14,FPS-0336,HASSAN,HAS-Taluk-4,12.606464,76.24149,9000067995,ACTIVE,2022-02-13
BEN-002337,RC2025102336,Raagini Shukla,4,PHH,20,12,8,FPS-0302,MYSURU,MYS-Taluk-1,12.21238,76.520872,9000068992,ACTIVE,2022-04-27
BEN-002338,RC2023102337,Quincy Pau,4,PHH,20,12,8,FPS-0248,HASSAN,HAS-Taluk-1,12.823856,76.097862,9000069989,ACTIVE,2022-03-27
BEN-002339,RC2024102338,Hemang Agarwal,5,AAY,35,21,14,FPS-0219,BENGALURU_URBAN,BEN-Taluk-1,13.052594,77.953977,9000070986,ACTIVE,2022-09-11
BEN-002340,RC2025102339,Mekhala Sachar,3,PHH,15,8,7,FPS-0374,SHIVAMOGGA,SHI-Taluk-2,13.522171,75.884695,9000071983,ACTIVE,2023-07-06
BEN-002341,RC2023102340,Darpan Choudhry,4,AAY,35,20,15,FPS-0274,SHIVAMOGGA,SHI-Taluk-3,13.854588,75.903338,9000072980,ACTIVE,2024-02-07
BEN-002342,RC2024102341,Damini Virk,4,PHH,20,12,8,FPS-0010,MANDYA,MAN-Taluk-2,12.847295,77.019165,9000073977,ACTIVE,2023-01-02
BEN-002343,RC2025102342,Sai Krishnan,3,PHH,15,9,6,FPS-0242,HASSAN,HAS-Taluk-4,13.120617,75.701924,9000074974,ACTIVE,2022-08-10
BEN-002344,RC2023102343,Umang Krishnamurthy,2,PHH,10,6,4,FPS-0275,BENGALURU_URBAN,BEN-Taluk-2,13.033145,77.81051,9000075971,MIGRATED,2023-10-11
BEN-002345,RC2024102344,Nihal Narasimhan,4,PHH,20,11,9,FPS-0593,SHIVAMOGGA,SHI-Taluk-4,13.639309,75.824782,9000076968,ACTIVE,2022-09-21
BEN-002346,RC2025102345,Qadim Kothari,5,PHH,25,14,11,FPS-0172,MANDYA,MAN-Taluk-1,12.349486,76.534991,9000077965,ACTIVE,2022-07-22
BEN-002347,RC2023102346,Vinaya Bora,4,PHH,20,11,9,FPS-0452,MYSURU,MYS-Taluk-1,12.233939,76.394347,9000078962,MIGRATED,2023-11-16
BEN-002348,RC2024102347,Banjeet Amble,2,PHH,10,6,4,FPS-0253,TUMAKURU,TUM-Taluk-2,13.306125,76.963216,9000079959,MIGRATED,2023-10-10
BEN-002349,RC2025102348,Orinder Biswas,2,PHH,10,6,4,FPS-0003,TUMAKURU,TUM-Taluk-1,13.365131,76.9101,9000080956,ACTIVE,2023-09-16
BEN-002350,RC2023102349,Farhan Shanker,2,PHH,10,6,4,FPS-0063,BENGALURU_URBAN,BEN-Taluk-3,12.900514,77.613203,9000081953,ACTIVE,2024-04-01
BEN-002351,RC2024102350,Unnati Kara,7,AAY,35,22,13,FPS-0082,BENGALURU_URBAN,BEN-Taluk-4,12.560172,77.689295,9000082950,ACTIVE,2024-02-21
BEN-002352,RC2025102351,Champak Srinivasan,1,PHH,5,3,2,FPS-0217,HASSAN,HAS-Taluk-1,13.142505,75.895805,9000083947,ACTIVE,2023-03-12
BEN-002353,RC2023102352,Ekaraj Kannan,4,PHH,20,11,9,FPS-0329,MANDYA,MAN-Taluk-2,12.379571,76.922671,9000084944,ACTIVE,2022-04-09
BEN-002354,RC2024102353,Hemang Dhillon,3,PHH,15,8,7,FPS-0170,MYSURU,MYS-Taluk-4,12.356838,76.479388,9000085941,MIGRATED,2024-02-21
BEN-002355,RC2025102354,Ekalinga Pingle,4,AAY,35,22,13,FPS-0464,MYSURU,MYS-Taluk-4,12.300724,76.978851,9000086938,ACTIVE,2024-01-15
BEN-002356,RC2023102355,Widisha Patla,3,PHH,15,9,6,FPS-0095,MYSURU,MYS-Taluk-1,12.257464,76.545272,9000087935,ACTIVE,2024-05-08
BEN-002357,RC2024102356,Sanya Borah,5,PHH,25,14,11,FPS-0580,HASSAN,HAS-Taluk-1,13.45987,76.28333,9000088932,ACTIVE,2024-05-08
BEN-002358,RC2025102357,Charvi Singhal,6,PHH,30,18,12,FPS-0217,HASSAN,HAS-Taluk-1,13.167689,75.936754,9000089929,MIGRATED,2023-09-05
BEN-002359,RC2023102358,Azaan Warrior,4,AAY,35,21,14,FPS-0352,MYSURU,MYS-Taluk-3,12.146936,76.553523,9000050926,MIGRATED,2024-03-09
BEN-002360,RC2024102359,Anjali Baria,6,AAY,35,21,14,FPS-0395,MYSURU,MYS-Taluk-2,12.147583,76.620244,9000051923,MIGRATED,2023-07-02
BEN-002361,RC2025102360,Bhanumati Malhotra,3,PHH,15,10,5,FPS-0400,BENGALURU_URBAN,BEN-Taluk-3,13.030161,77.672924,9000052920,ACTIVE,2024-05-30
BEN-002362,RC2023102361,Kamala Khurana,3,PHH,15,9,6,FPS-0133,MYSURU,MYS-Taluk-1,12.640542,76.312379,9000053917,ACTIVE,2022-07-24
BEN-002363,RC2024102362,Ansh Dugal,2,PHH,10,6,4,FPS-0075,BENGALURU_URBAN,BEN-Taluk-2,12.90505,77.794544,9000054914,ACTIVE,2022-06-19
BEN-002364,RC2025102363,Brinda Borah,3,PHH,15,9,6,FPS-0304,MANDYA,MAN-Taluk-1,12.53556,76.9879,9000055911,ACTIVE,2022-03-21
BEN-002365,RC2023102364,Jasmit Handa,3,PHH,15,9,6,FPS-0489,MYSURU,MYS-Taluk-1,12.441559,76.847232,9000056908,ACTIVE,2023-06-03
BEN-002366,RC2024102365,Gaurangi Munshi,4,PHH,20,12,8,FPS-0046,TUMAKURU,TUM-Taluk-4,13.4693,77.005498,9000057905,ACTIVE,2022-11-26
BEN-002367,RC2025102366,Tejas Modi,1,PHH,5,3,2,FPS-0406,SHIVAMOGGA,SHI-Taluk-3,13.908592,75.396772,9000058902,ACTIVE,2022-08-08
BEN-002368,RC2023102367,Tristan Bawa,3,PHH,15,9,6,FPS-0029,MANDYA,MAN-Taluk-2,12.599355,76.893527,9000059899,MIGRATED,2022-07-21
BEN-002369,RC2024102368,Yutika Divan,4,PHH,20,12,8,FPS-0339,MYSURU,MYS-Taluk-2,12.428814,76.778156,9000060896,ACTIVE,2022-04-15
BEN-002370,RC2025102369,Chameli Chandran,2,PHH,10,6,4,FPS-0461,HASSAN,HAS-Taluk-1,12.698625,76.169445,9000061893,ACTIVE,2023-08-01
BEN-002371,RC2023102370,Yoshita Ahuja,3,PHH,15,9,6,FPS-0235,MANDYA,MAN-Taluk-4,12.654485,77.146595,9000062890,ACTIVE,2023-12-26
BEN-002372,RC2024102371,Vanya Sharaf,3,PHH,15,10,5,FPS-0509,TUMAKURU,TUM-Taluk-4,13.571397,77.082482,9000063887,ACTIVE,2022-06-28
BEN-002373,RC2025102372,Ira Sane,2,PHH,10,6,4,FPS-0133,MYSURU,MYS-Taluk-1,12.659745,76.326623,9000064884,ACTIVE,2024-05-11
BEN-002374,RC2023102373,Diya Rajan,5,AAY,35,22,13,FPS-0391,MANDYA,MAN-Taluk-3,12.589152,76.600844,9000065881,ACTIVE,2022-05-28
BEN-002375,RC2024102374,Jhalak Murthy,4,PHH,20,12,8,FPS-0135,MANDYA,MAN-Taluk-1,12.796869,77.032598,9000066878,ACTIVE,2023-08-03
BEN-002376,RC2025102375,Maanas Chaudhry,3,PHH,15,9,6,FPS-0337,SHIVAMOGGA,SHI-Taluk-3,13.65108,75.577933,9000067875,MIGRATED,2024-03-22
BEN-002377,RC2023102376,Nidhi Rege,3,AAY,35,23,12,FPS-0134,TUMAKURU,TUM-Taluk-2,13.403549,76.863508,9000068872,ACTIVE,2023-05-10
BEN-002378,RC2024102377,Rayaan Dhillon,6,PHH,30,18,12,FPS-0556,SHIVAMOGGA,SHI-Taluk-2,13.893696,75.606447,9000069869,ACTIVE,2022-06-21
BEN-002379,RC2025102378,Ishaan Karnik,3,PHH,15,9,6,FPS-0474,SHIVAMOGGA,SHI-Taluk-1,13.51555,75.736184,9000070866,ACTIVE,2023-03-14
BEN-002380,RC2023102379,Lohit Raju,4,PHH,20,12,8,FPS-0512,SHIVAMOGGA,SHI-Taluk-4,13.943085,75.812935,9000071863,ACTIVE,2023-01-03
BEN-002381,RC2024102380,Azaan Soni,4,PHH,20,13,7,FPS-0533,MYSURU,MYS-Taluk-1,12.72367,76.324226,9000072860,MIGRATED,2022-12-08
BEN-002382,RC2025102381,Manya Vaidya,5,AAY,35,22,13,FPS-0398,HASSAN,HAS-Taluk-3,12.819843,76.024702,9000073857,MIGRATED,2022-11-20
BEN-002383,RC2023102382,Yauvani Mani,3,AAY,35,21,14,FPS-0527,MYSURU,MYS-Taluk-2,12.205878,76.49038,9000074854,MIGRATED,2023-06-24
BEN-002384,RC2024102383,Bachittar Kumar,3,PHH,15,10,5,FPS-0045,MYSURU,MYS-Taluk-2,12.246817,76.420422,9000075851,ACTIVE,2023-03-24
BEN-002385,RC2025102384,Ekalinga Borde,3,PHH,15,10,5,FPS-0107,BENGALURU_URBAN,BEN-Taluk-4,12.545448,77.57658,9000076848,ACTIVE,2023-02-28
BEN-002386,RC2023102385,Sudiksha Mohanty,5,PHH,25,14,11,FPS-0168,SHIVAMOGGA,SHI-Taluk-2,13.489831,75.819247,9000077845,ACTIVE,2023-08-01
BEN-002387,RC2024102386,Chakrika Deol,5,PHH,25,16,9,FPS-0157,BENGALURU_URBAN,BEN-Taluk-4,12.735966,77.376839,9000078842,ACTIVE,2023-12-19
BEN-002388,RC2025102387,Triveni Andra,2,PHH,10,6,4,FPS-0124,SHIVAMOGGA,SHI-Taluk-1,13.726835,75.783181,9000079839,MIGRATED,2023-01-17
BEN-002389,RC2023102388,Qushi Mahajan,2,PHH,10,6,4,FPS-0069,BENGALURU_URBAN,BEN-Taluk-3,12.805803,77.766428,9000080836,ACTIVE,2023-03-23
BEN-002390,RC2024102389,Nimrat Murty,4,AAY,35,20,15,FPS-0272,MANDYA,MAN-Taluk-4,12.32207,76.449062,9000081833,ACTIVE,2023-02-02
BEN-002391,RC2025102390,Upma Madan,4,PHH,20,13,7,FPS-0321,TUMAKURU,TUM-Taluk-1,13.503154,76.745318,9000082830,ACTIVE,2023-09-02
BEN-002392,RC2023102391,Jatin Batra,3,PHH,15,9,6,FPS-0387,SHIVAMOGGA,SHI-Taluk-4,13.947605,75.474322,9000083827,MIGRATED,2022-02-09
BEN-002393,RC2024102392,Krishna Soni,3,AAY,35,20,15,FPS-0470,MYSURU,MYS-Taluk-3,12.30141,76.497791,9000084824,ACTIVE,2022-10-06
BEN-002394,RC2025102393,Krish Rajan,2,PHH,10,6,4,FPS-0227,MYSURU,MYS-Taluk-2,12.017439,76.632428,9000085821,ACTIVE,2022-12-24
BEN-002395,RC2023102394,Jackson Sura,3,PHH,15,10,5,FPS-0095,MYSURU,MYS-Taluk-1,12.235048,76.531804,9000086818,ACTIVE,2024-05-22
BEN-002396,RC2024102395,Falan Shetty,3,PHH,15,9,6,FPS-0071,TUMAKURU,TUM-Taluk-4,13.606544,76.939243,9000087815,MIGRATED,2022-01-24
BEN-002397,RC2025102396,Christopher Deo,3,PHH,15,8,7,FPS-0100,BENGALURU_URBAN,BEN-Taluk-3,12.90204,77.612751,9000088812,ACTIVE,2022-05-21
BEN-002398,RC2023102397,Aarnav Sahni,5,PHH,25,15,10,FPS-0368,SHIVAMOGGA,SHI-Taluk-1,13.515023,75.944648,9000089809,ACTIVE,2024-03-22
BEN-002399,RC2024102398,Harish Luthra,3,PHH,15,9,6,FPS-0553,TUMAKURU,TUM-Taluk-2,13.38183,76.782357,9000050806,ACTIVE,2024-02-14
BEN-002400,RC2025102399,Saanvi Sunder,6,AAY,35,21,14,FPS-0563,BENGALURU_URBAN,BEN-Taluk-3,12.661,77.72138,9000051803,ACTIVE,2023-12-22
BEN-002401,RC2023102400,Chandran Gupta,1,PHH,5,3,2,FPS-0375,BENGALURU_URBAN,BEN-Taluk-2,13.170087,77.53336,9000052800,ACTIVE,2024-04-05
BEN-002402,RC2024102401,Joshua Cherian,4,PHH,20,11,9,FPS-0375,BENGALURU_URBAN,BEN-Taluk-2,13.168728,77.537761,9000053797,MIGRATED,2024-04-17
BEN-002403,RC2025102402,Nathaniel Kar,3,PHH,15,9,6,FPS-0257,BENGALURU_URBAN,BEN-Taluk-4,12.610183,77.563401,9000054794,ACTIVE,2022-11-03
BEN-002404,RC2023102403,Falan Sunder,7,AAY,35,22,13,FPS-0080,HASSAN,HAS-Taluk-4,13.299692,76.309935,9000055791,MIGRATED,2022-06-21
BEN-002405,RC2024102404,Divya Bakshi,4,PHH,20,12,8,FPS-0555,HASSAN,HAS-Taluk-4,13.180943,76.319368,9000056788,MIGRATED,2023-10-31
BEN-002406,RC2025102405,Qadim Hora,4,PHH,20,12,8,FPS-0027,MYSURU,MYS-Taluk-4,12.227356,76.75267,9000057785,ACTIVE,2023-07-03
BEN-002407,RC2023102406,Simon Dube,4,AAY,35,20,15,FPS-0047,MANDYA,MAN-Taluk-1,12.238659,76.479624,9000058782,ACTIVE,2024-02-29
BEN-002408,RC2024102407,Anvi Guha,2,PHH,10,6,4,FPS-0226,BENGALURU_URBAN,BEN-Taluk-1,13.272861,77.896413,9000059779,ACTIVE,2022-02-09
BEN-002409,RC2025102408,Ekantika Borde,4,PHH,20,12,8,FPS-0440,TUMAKURU,TUM-Taluk-3,13.61775,76.973134,9000060776,ACTIVE,2023-10-09
BEN-002410,RC2023102409,Aarnav Kashyap,3,PHH,15,8,7,FPS-0071,TUMAKURU,TUM-Taluk-4,13.598539,76.984146,9000061773,ACTIVE,2022-12-05
BEN-002411,RC2024102410,Rajata Bhakta,2,PHH,10,6,4,FPS-0434,TUMAKURU,TUM-Taluk-2,13.599174,77.010427,9000062770,ACTIVE,2023-07-09
BEN-002412,RC2025102411,Eshana Goswami,3,PHH,15,9,6,FPS-0210,MANDYA,MAN-Taluk-4,12.666693,77.187127,9000063767,ACTIVE,2023-03-26
BEN-002413,RC2023102412,Keya Dugar,4,PHH,20,12,8,FPS-0546,TUMAKURU,TUM-Taluk-2,13.770566,76.828142,9000064764,ACTIVE,2022-03-29
BEN-002414,RC2024102413,Logan Sura,4,PHH,20,12,8,FPS-0063,BENGALURU_URBAN,BEN-Taluk-3,12.94536,77.627459,9000065761,ACTIVE,2023-09-18
BEN-002415,RC2025102414,Barkha Dutt,4,PHH,20,12,8,FPS-0134,TUMAKURU,TUM-Taluk-2,13.43776,76.918648,9000066758,ACTIVE,2023-11-04
BEN-002416,RC2023102415,Faris Oak,4,PHH,20,12,8,FPS-0273,HASSAN,HAS-Taluk-4,13.001544,75.892645,9000067755,MIGRATED,2023-09-04
BEN-002417,RC2024102416,Irya Mani,2,PHH,10,6,4,FPS-0112,SHIVAMOGGA,SHI-Taluk-4,13.851755,75.569433,9000068752,MIGRATED,2023-11-19
BEN-002418,RC2025102417,Vanya Bail,5,AAY,35,21,14,FPS-0137,SHIVAMOGGA,SHI-Taluk-4,13.714109,75.51055,9000069749,ACTIVE,2023-05-18
BEN-002419,RC2023102418,Sarthak Goda,1,PHH,5,3,2,FPS-0489,MYSURU,MYS-Taluk-1,12.456485,76.857984,9000070746,MIGRATED,2022-02-20
BEN-002420,RC2024102419,Vansha Tailor,3,PHH,15,10,5,FPS-0157,BENGALURU_URBAN,BEN-Taluk-4,12.717177,77.407336,9000071743,MIGRATED,2024-05-14
BEN-002421,RC2025102420,Chandran Sridhar,4,PHH,20,12,8,FPS-0535,MANDYA,MAN-Taluk-1,12.902179,77.10547,9000072740,MIGRATED,2022-12-27
BEN-002422,RC2023102421,Bina Shah,4,PHH,20,12,8,FPS-0022,MANDYA,MAN-Taluk-1,12.398486,76.62799,9000073737,ACTIVE,2022-07-04
BEN-002423,RC2024102422,Balendra Apte,2,PHH,10,6,4,FPS-0075,BENGALURU_URBAN,BEN-Taluk-2,12.936616,77.728692,9000074734,ACTIVE,2022-07-19
BEN-002424,RC2025102423,Jeremiah Om,3,PHH,15,9,6,FPS-0271,TUMAKURU,TUM-Taluk-3,13.452518,76.682568,9000075731,ACTIVE,2022-08-20
BEN-002425,RC2023102424,Harrison Ghosh,3,PHH,15,10,5,FPS-0012,SHIVAMOGGA,SHI-Taluk-4,13.776126,75.641339,9000076728,MIGRATED,2022-09-17
BEN-002426,RC2024102425,Omya Cherian,5,PHH,25,14,11,FPS-0455,HASSAN,HAS-Taluk-2,13.314816,76.085175,9000077725,ACTIVE,2023-10-09
BEN-002427,RC2025102426,Kashvi Kothari,2,PHH,10,6,4,FPS-0420,MYSURU,MYS-Taluk-1,12.075681,76.346965,9000078722,ACTIVE,2023-02-15
BEN-002428,RC2023102427,Azaan Buch,4,AAY,35,20,15,FPS-0048,HASSAN,HAS-Taluk-4,12.975902,76.1339,9000079719,MIGRATED,2022-10-03
BEN-002429,RC2024102428,Hiral Lanka,3,PHH,15,9,6,FPS-0001,BENGALURU_URBAN,BEN-Taluk-3,13.351313,77.898409,9000080716,ACTIVE,2023-10-08
BEN-002430,RC2025102429,Shivani Sahni,3,AAY,35,21,14,FPS-0533,MYSURU,MYS-Taluk-1,12.704555,76.337485,9000081713,ACTIVE,2023-06-06
BEN-002431,RC2023102430,Omisha Goda,3,PHH,15,9,6,FPS-0580,HASSAN,HAS-Taluk-1,13.429322,76.262393,9000082710,ACTIVE,2023-11-27
BEN-002432,RC2024102431,Oviya Gill,7,AAY,35,20,15,FPS-0468,SHIVAMOGGA,SHI-Taluk-1,13.77552,75.910537,9000083707,MIGRATED,2022-11-24
BEN-002433,RC2025102432,Ekansh Som,4,PHH,20,11,9,FPS-0090,TUMAKURU,TUM-Taluk-4,13.455896,76.938334,9000084704,ACTIVE,2023-09-29
BEN-002434,RC2023102433,Gaurang Kothari,3,PHH,15,8,7,FPS-0214,MYSURU,MYS-Taluk-1,12.351834,76.866282,9000085701,ACTIVE,2022-01-11
BEN-002435,RC2024102434,Frederick Babu,3,PHH,15,9,6,FPS-0352,MYSURU,MYS-Taluk-3,12.096533,76.599345,9000086698,MIGRATED,2024-04-26
BEN-002436,RC2025102435,Saksham Konda,5,PHH,25,15,10,FPS-0425,BENGALURU_URBAN,BEN-Taluk-4,12.833406,77.710878,9000087695,MIGRATED,2023-09-18
BEN-002437,RC2023102436,Upasna Mahal,3,PHH,15,9,6,FPS-0051,BENGALURU_URBAN,BEN-Taluk-1,13.277968,77.913412,9000088692,ACTIVE,2024-03-02
BEN-002438,RC2024102437,Tanmayi Kulkarni,4,PHH,20,13,7,FPS-0575,BENGALURU_URBAN,BEN-Taluk-4,12.912002,77.488462,9000089689,ACTIVE,2023-06-16
BEN-002439,RC2025102438,Chameli Mital,4,PHH,20,12,8,FPS-0502,MYSURU,MYS-Taluk-2,12.248809,76.473907,9000050686,ACTIVE,2024-04-18
BEN-002440,RC2023102439,Netra Ganesh,4,AAY,35,22,13,FPS-0141,MANDYA,MAN-Taluk-3,12.518004,76.607322,9000051683,ACTIVE,2023-08-17
BEN-002441,RC2024102440,Vrishti Pandya,3,PHH,15,9,6,FPS-0107,BENGALURU_URBAN,BEN-Taluk-4,12.576003,77.575737,9000052680,ACTIVE,2023-10-03
BEN-002442,RC2025102441,Anusha Som,3,AAY,35,22,13,FPS-0277,MYSURU,MYS-Taluk-4,12.218599,76.61743,9000053677,MIGRATED,2024-05-27
BEN-002443,RC2023102442,Saksham Gola,4,PHH,20,12,8,FPS-0149,SHIVAMOGGA,SHI-Taluk-4,13.835424,75.965157,9000054674,ACTIVE,2023-02-27
BEN-002444,RC2024102443,Yamini Oommen,3,PHH,15,9,6,FPS-0461,HASSAN,HAS-Taluk-1,12.672075,76.18089,9000055671,ACTIVE,2024-06-05
BEN-002445,RC2025102444,Daksha Grewal,3,PHH,15,10,5,FPS-0305,HASSAN,HAS-Taluk-3,13.463129,76.354993,9000056668,ACTIVE,2022-02-02
BEN-002446,RC2023102445,Pranav Dugar,6,PHH,30,18,12,FPS-0558,MYSURU,MYS-Taluk-1,12.482476,76.280853,9000057665,ACTIVE,2024-06-18
BEN-002447,RC2024102446,Jalsa Kata,5,AAY,35,20,15,FPS-0268,SHIVAMOGGA,SHI-Taluk-2,13.489711,75.593003,9000058662,ACTIVE,2022-11-08
BEN-002448,RC2025102447,Oliver Pandya,3,PHH,15,8,7,FPS-0167,HASSAN,HAS-Taluk-1,13.020451,75.984285,9000059659,ACTIVE,2023-04-01
BEN-002449,RC2023102448,Ishanvi Sane,3,PHH,15,9,6,FPS-0186,HASSAN,HAS-Taluk-4,12.775088,76.21958,9000060656,ACTIVE,2022-12-26
BEN-002450,RC2024102449,Jackson Choudhary,3,PHH,15,8,7,FPS-0157,BENGALURU_URBAN,BEN-Taluk-4,12.773399,77.383509,9000061653,MIGRATED,2023-11-28
BEN-002451,RC2025102450,Ekanta Mital,6,PHH,30,17,13,FPS-0145,MYSURU,MYS-Taluk-4,12.334593,76.386426,9000062650,ACTIVE,2022-07-29
BEN-002452,RC2023102451,Qushi Batta,4,AAY,35,21,14,FPS-0306,SHIVAMOGGA,SHI-Taluk-3,13.849621,75.328562,9000063647,ACTIVE,2023-05-05
BEN-002453,RC2024102452,Inaya Wable,4,PHH,20,12,8,FPS-0523,HASSAN,HAS-Taluk-2,12.911388,75.969881,9000064644,ACTIVE,2022-07-25
BEN-002454,RC2025102453,Nidhi Ganesan,4,PHH,20,11,9,FPS-0110,MANDYA,MAN-Taluk-3,12.870217,76.947749,9000065641,ACTIVE,2023-03-18
BEN-002455,RC2023102454,Warhi Mitter,6,AAY,35,21,14,FPS-0100,BENGALURU_URBAN,BEN-Taluk-3,12.869573,77.576566,9000066638,ACTIVE,2022-09-24
BEN-002456,RC2024102455,Dhriti Roy,4,PHH,20,12,8,FPS-0040,TUMAKURU,TUM-Taluk-1,13.486367,77.095487,9000067635,ACTIVE,2022-12-03
BEN-002457,RC2025102456,Ekaja Ramanathan,2,PHH,10,6,4,FPS-0367,HASSAN,HAS-Taluk-3,13.176896,75.80163,9000068632,MIGRATED,2023-09-11
BEN-002458,RC2023102457,Alka Sem,5,PHH,25,15,10,FPS-0147,MANDYA,MAN-Taluk-3,12.336776,76.566245,9000069629,ACTIVE,2023-08-05
BEN-002459,RC2024102458,Advaith Saraf,3,PHH,15,9,6,FPS-0008,MYSURU,MYS-Taluk-1,12.558692,76.353774,9000070626,ACTIVE,2024-01-20
BEN-002460,RC2025102459,Daksha Bava,3,PHH,15,9,6,FPS-0173,HASSAN,HAS-Taluk-2,12.752011,76.102626,9000071623,ACTIVE,2024-03-10
BEN-002461,RC2023102460,Pushti Saran,4,PHH,20,12,8,FPS-0510,MANDYA,MAN-Taluk-1,12.928511,76.987895,9000072620,ACTIVE,2023-05-30
BEN-002462,RC2024102461,Adya Dewan,3,PHH,15,9,6,FPS-0545,MYSURU,MYS-Taluk-4,12.251253,76.550133,9000073617,ACTIVE,2023-03-11
BEN-002463,RC2025102462,Amara Sethi,3,PHH,15,9,6,FPS-0061,HASSAN,HAS-Taluk-2,12.820318,76.218798,9000074614,ACTIVE,2022-02-11
BEN-002464,RC2023102463,Krishna Gola,7,AAY,35,21,14,FPS-0034,TUMAKURU,TUM-Taluk-3,13.728878,77.110704,9000075611,MIGRATED,2023-08-15
BEN-002465,RC2024102464,Yamini Singhal,4,PHH,20,12,8,FPS-0016,MANDYA,MAN-Taluk-3,12.484855,76.649647,9000076608,ACTIVE,2023-01-17
BEN-002466,RC2025102465,Harinakshi Narain,2,PHH,10,6,4,FPS-0128,TUMAKURU,TUM-Taluk-4,13.263832,76.756047,9000077605,ACTIVE,2024-03-01
BEN-002467,RC2023102466,Tarak Bobal,4,PHH,20,13,7,FPS-0036,HASSAN,HAS-Taluk-1,12.705058,76.11106,9000078602,MIGRATED,2022-01-02
BEN-002468,RC2024102467,Kashvi Rajagopalan,3,PHH,15,9,6,FPS-0592,HASSAN,HAS-Taluk-4,13.158035,75.646589,9000079599,ACTIVE,2023-07-12
BEN-002469,RC2025102468,Upasna Sethi,5,PHH,25,16,9,FPS-0173,HASSAN,HAS-Taluk-2,12.694888,76.149663,9000080596,ACTIVE,2023-09-07
